"price","retail","ad_boost","rate","badge_ct","bg_local","bg_quality","bg_fastship","color","size","inventory","ship_price","able_country","total_invent","has_bg_urgency","origin","seller_rate_ct","seller_rate","has_seller_propic","sold_ct_3","rate5_pct","rate4_pct","rate3_pct","rate2_pct","rate1_pct"
11,16,1,3.75,0,0,0,0,"black","xs",50,2,42,50,0,"CN",120781,4.15239979798147,1,"above 10K",0.451450189155107,0.17906683480454,0.163934426229508,0.0744010088272383,0.131147540983607
7,6,0,4,0,0,0,0,"blue","xs",50,2,139,50,0,"CN",34,4.35294117647059,0,"below 100",0.75,0,0,0,0.25
9,22,1,4.24,0,0,0,0,"others","s",7,3,51,50,0,"CN",4516,4.23184233835252,0,"between 100 and 10k",0.603053435114504,0.190839694656489,0.106870229007634,0.0458015267175573,0.0534351145038168
5.81,34,1,3.54,0,0,0,0,"red","xs",2,2,43,50,0,"CN",80093,4.00669222029391,0,"between 100 and 10k",0.351851851851852,0.148148148148148,0.314814814814815,0.0555555555555556,0.12962962962963
11,59,0,3.66,0,0,0,0,"red","m",50,3,54,50,1,"CN",4811,4.19455414674704,0,"below 100",0.357142857142857,0.25,0.178571428571429,0.125,0.0892857142857143
11,10,0,3.69,0,0,0,0,"red","s",50,2,37,50,1,"CN",5281,4.023291043363,1,"above 10K",0.456018518518519,0.164814814814815,0.148148148148148,0.0722222222222222,0.158796296296296
8,7,1,3.53,0,0,0,0,"blue","xs",50,3,42,50,1,"CN",2510,3.90358565737052,0,"between 100 and 10k",0.405251141552511,0.191780821917808,0.127853881278539,0.0799086757990868,0.195205479452055
11,10,0,3.65,0,0,0,0,"white","s",50,3,46,50,1,"CN",78616,4.3104329907398,0,"above 10K",0.436003303055326,0.172997522708505,0.154830718414533,0.0784475639966969,0.157720891824938
6,6,0,4.07,0,0,0,0,"white","xs",50,2,24,50,0,"CN",10474,3.90853542104258,0,"between 100 and 10k",0.52132701421801,0.221563981042654,0.135071090047393,0.0521327014218009,0.0699052132701422
5,6,0,4.07,0,0,0,0,"others","s",50,1,41,50,1,"CN",32778,4.04835560436878,0,"between 100 and 10k",0.535194174757282,0.200242718446602,0.135922330097087,0.0521844660194175,0.0764563106796116
6,6,1,3.92,0,0,0,0,"others","xs",50,2,38,50,0,"CN",1411,3.92345854004252,0,"between 100 and 10k",0.502463054187192,0.183908045977011,0.144499178981938,0.0673234811165846,0.101806239737274
8,7,1,4.02,0,0,0,0,"black","s",50,2,43,50,1,"CN",42919,4.10596705421841,0,"between 100 and 10k",0.505183788878417,0.199811498586239,0.169651272384543,0.05937794533459,0.0659754948162111
13,26,0,4.06,0,0,0,0,"others","One-sized",50,3,35,50,0,"CN",3682,4.46306355241716,0,"below 100",0.575221238938053,0.141592920353982,0.132743362831858,0.0707964601769911,0.079646017699115
11,10,0,3.73,0,0,0,0,"yellow","One-sized",5,3,68,50,0,"CN",1746,4.02405498281787,0,"below 100",0.409090909090909,0.227272727272727,0.181818181818182,0.0454545454545455,0.136363636363636
5.65,25,0,3.65,0,0,0,0,"others","One-sized",50,1,43,50,0,"CN",23465,4.01760068186661,1,"above 10K",0.430622009569378,0.177033492822967,0.155502392344498,0.0861244019138756,0.150717703349282
4.83,51,1,2,0,0,0,0,"white","xs",3,1,39,50,0,"others",57,3.82456140350877,0,"below 100",0,0,0,1,0
8,16,0,4.04,0,0,0,0,"white","s",9,2,43,50,1,"CN",3665,4.19427012278308,0,"above 10K",0.484581497797357,0.246066708621775,0.15607300188798,0.0484581497797357,0.0648206419131529
3,3,1,4.29,1,0,1,0,"black","s",5,1,34,50,1,"CN",1050,3.88380952380952,0,"below 100",0.620689655172414,0.224137931034483,0.0517241379310345,0.0344827586206897,0.0689655172413793
8,7,0,3.88,0,0,0,0,"yellow","xs",1,2,25,50,0,"CN",334,3.73652694610778,0,"below 100",0.625,0.125,0,0,0.25
13,14,0,3.74,0,0,0,0,"blue","s",50,3,18,50,0,"CN",5466,3.94109037687523,0,"above 10K",0.448916408668731,0.188854489164087,0.148090815273478,0.0820433436532508,0.132094943240454
11,88,0,4.1,0,0,0,0,"others","s",25,3,35,50,0,"CN",35751,4.02215322648318,1,"between 100 and 10k",0.540951122853369,0.21334214002642,0.124174372523118,0.0468956406869221,0.0746367239101717
7,22,0,3.5,0,0,0,0,"pink","xs",3,2,37,50,0,"CN",1531,3.76028739386022,0,"below 100",0.25,0.25,0.25,0.25,0
5,5,0,3.97,0,0,0,0,"white","xs",6,2,29,50,1,"CN",6876,3.77545084351367,0,"between 100 and 10k",0.533457249070632,0.16728624535316,0.128252788104089,0.0762081784386617,0.0947955390334572
6,6,0,3.84,0,0,0,0,"black","xl",50,2,39,50,1,"CN",24564,3.92887966129295,0,"between 100 and 10k",0.472491909385113,0.171521035598705,0.16504854368932,0.103559870550162,0.087378640776699
13,11,1,4,0,0,0,0,"yellow","s",29,3,42,50,1,"CN",45151,4.03295608070696,0,"below 100",0.75,0,0,0,0.25
3,3,1,4.12,0,0,0,0,"others","s",6,1,49,50,0,"CN",55670,4.12148374348841,1,"above 10K",0.556617126680821,0.193205944798301,0.132342533616419,0.0520169851380042,0.0658174097664544
12,26,0,4.16,0,0,0,0,"white","s",50,3,43,50,0,"CN",18029,4.10061567474624,0,"between 100 and 10k",0.580693815987934,0.179487179487179,0.126696832579186,0.0422322775263952,0.0708898944193062
11,10,1,3.09,0,0,0,0,"black","s",50,3,38,50,1,"CN",16487,3.96761084490811,0,"below 100",0.227272727272727,0.227272727272727,0.181818181818182,0.136363636363636,0.227272727272727
8,118,0,3.85,0,0,0,0,"white","s",50,2,43,50,0,"CN",23485,4.02469661486055,0,"above 10K",0.459706232631997,0.216355696705042,0.146883684001588,0.0718539102818579,0.105200476379516
5.85,13,1,3.16,0,0,0,0,"blue","xs",9,2,38,50,0,"CN",25631,3.89473684210526,0,"between 100 and 10k",0.308970099667774,0.172757475083056,0.161129568106312,0.0863787375415282,0.270764119601329
6,6,0,3.07,0,0,0,0,"black","xs",1,2,27,50,0,"CN",23161,3.93057294590044,0,"below 100",0.309090909090909,0.109090909090909,0.2,0.109090909090909,0.272727272727273
9,57,0,3.63,0,0,0,0,"black","s",50,3,71,50,0,"others",14442,4.14305497853483,0,"between 100 and 10k",0.417808219178082,0.219178082191781,0.102739726027397,0.0958904109589041,0.164383561643836
8,7,0,3.6,0,0,0,0,"pink","s",50,3,24,50,0,"CN",3771,3.88146380270485,0,"between 100 and 10k",0.453900709219858,0.156028368794326,0.134751773049645,0.049645390070922,0.205673758865248
5,5,0,5,0,0,0,0,"black","l",13,2,41,50,0,"CN",5316,4.22460496613995,0,"below 100",1,0,0,0,0
8,7,0,3.71,0,0,0,0,"others","xs",5,2,23,50,0,"CN",211,3.54502369668246,0,"below 100",0.571428571428571,0,0.142857142857143,0.142857142857143,0.142857142857143
9,8,1,3.94,0,0,0,0,"white","m",50,3,41,50,1,"CN",18877,4.07988557503841,0,"above 10K",0.485362453531599,0.209340148698885,0.151022304832714,0.066682156133829,0.087592936802974
8,7,1,3.32,0,0,0,0,"others","m",30,3,28,50,0,"CN",88193,4.08089077364417,1,"above 10K",0.330819981149859,0.180961357210179,0.173421300659755,0.103675777568332,0.211121583411876
4.81,5,1,0,0,0,0,0,"yellow","xs",5,1,47,50,1,"CN",6,4.33333333333333,0,"below 100",NA,NA,NA,NA,NA
14,104,1,3.44,0,0,0,0,"others","s",50,4,31,50,0,"CN",151,3.76158940397351,0,"below 100",0.28169014084507,0.23943661971831,0.267605633802817,0.0563380281690141,0.154929577464789
8,7,0,3.88,0,0,0,0,"yellow","xs",1,2,25,50,0,"CN",334,3.73652694610778,0,"below 100",0.625,0.125,0,0,0.25
8,26,0,5,0,0,0,0,"yellow","s",50,2,33,50,1,"CN",138,3.65942028985507,0,"below 100",1,0,0,0,0
7,81,1,3.57,0,0,0,0,"green","xs",30,2,43,50,0,"CN",7602,3.8566166798211,1,"below 100",0.434782608695652,0.0869565217391304,0.217391304347826,0.130434782608696,0.130434782608696
3,3,0,3.67,0,0,0,0,"white","xs",2,1,40,50,1,"CN",38100,4.29146981627297,0,"below 100",0.333333333333333,0.25,0.25,0.0833333333333333,0.0833333333333333
8,8,0,3.63,0,0,0,0,"white","s",50,3,38,50,1,"CN",1761,4.08972174900625,0,"between 100 and 10k",0.427807486631016,0.176470588235294,0.165775401069519,0.0588235294117647,0.171122994652406
8,10,0,3.5,0,0,0,0,"yellow","xs",5,2,20,50,1,"CN",117,3.78632478632479,0,"below 100",0.5,0,0.166666666666667,0.166666666666667,0.166666666666667
12,11,0,3.34,0,0,0,0,"blue","s",50,3,14,50,0,"CN",1021,3.68168462291871,1,"between 100 and 10k",0.343855693348365,0.181510710259301,0.157835400225479,0.109357384441939,0.207440811724915
11,22,1,2.71,2,1,0,1,"black","xl",1,2,43,50,0,"CN",746,4.01876675603217,0,"below 100",0.25,0.0833333333333333,0.208333333333333,0.0416666666666667,0.416666666666667
8,7,1,3,0,0,0,0,"white","s",50,2,35,50,0,"CN",5768,4.48439667128988,0,"below 100",0.272727272727273,0.0909090909090909,0.272727272727273,0.0909090909090909,0.272727272727273
8,7,0,4.39,1,0,1,0,"others","s",50,3,38,50,0,"CN",1290,4.21240310077519,0,"below 100",0.693693693693694,0.126126126126126,0.0900900900900901,0.0540540540540541,0.036036036036036
6,30,0,3.53,0,0,0,0,"blue","s",50,2,41,50,0,"CN",383,3.79373368146214,0,"between 100 and 10k",0.4,0.187692307692308,0.147692307692308,0.0738461538461539,0.190769230769231
11,26,0,4.25,0,0,0,0,"others","One-sized",50,2,70,50,0,"CN",874,4.05491990846682,1,"below 100",0.666666666666667,0.166666666666667,0,0.0833333333333333,0.0833333333333333
8,7,1,3.86,0,0,0,0,"red","xs",2,3,28,50,1,"CN",889,4.39032620922385,0,"below 100",0.5,0.142857142857143,0.178571428571429,0.0714285714285714,0.107142857142857
8,7,0,3.58,0,0,0,0,"white","s",24,2,36,50,0,"CN",21226,4.01418072175634,0,"between 100 and 10k",0.347107438016529,0.23801652892562,0.193388429752066,0.0925619834710744,0.128925619834711
9,9,1,3.74,0,0,0,0,"white","s",50,3,44,50,0,"CN",246312,4.20372535645848,0,"above 10K",0.38268156424581,0.250931098696462,0.190875232774674,0.0786778398510242,0.0968342644320298
14,12,0,5,0,0,0,0,"pink","One-sized",5,3,41,50,0,"CN",9217,4.17304979928393,0,"below 100",1,0,0,0,0
13,11,1,3.88,0,0,0,0,"red","xl",34,3,19,50,0,"CN",56745,3.98107322231034,0,"between 100 and 10k",0.464869281045752,0.227124183006536,0.14297385620915,0.0547385620915033,0.110294117647059
4.84,5,1,4.09,0,0,0,0,"white","xs",2,1,43,50,0,"CN",16099,3.95148767004162,1,"below 100",0.526315789473684,0.210526315789474,0.175438596491228,0,0.087719298245614
5,5,0,4.11,0,0,0,0,"others","l",50,2,43,50,0,"CN",10436,4.04484476811039,0,"between 100 and 10k",0.574468085106383,0.170212765957447,0.138297872340426,0.0212765957446809,0.0957446808510638
14,89,1,3.43,0,0,0,0,"red","s",9,3,40,50,0,"CN",5985,4.23174603174603,0,"between 100 and 10k",0.350850077279753,0.207109737248841,0.151468315301391,0.0989180834621329,0.191653786707883
3,60,1,3.57,1,0,0,1,"others","xs",1,1,27,50,0,"CN",1500,3.952,0,"below 100",0.428571428571429,0.214285714285714,0.0714285714285714,0.0714285714285714,0.214285714285714
7,6,0,3.35,0,0,0,0,"pink","s",4,2,47,50,0,"CN",3566,3.73247335950645,0,"above 10K",0.369540873460246,0.147816349384099,0.168533034714446,0.0907054871220605,0.223404255319149
5,5,0,3.93,0,0,0,0,"blue","s",50,1,29,50,0,"CN",11481,4.09528786691055,0,"above 10K",0.475028216704289,0.21303611738149,0.16196388261851,0.0661681715575621,0.083803611738149
9,8,0,4.07,0,0,0,0,"yellow","m",50,3,22,50,0,"others",34975,4.33658327376698,0,"below 100",0.518518518518518,0.296296296296296,0.037037037037037,0.037037037037037,0.111111111111111
9,8,1,4.22,0,0,0,0,"black","m",50,3,138,50,0,"CN",96838,4.2646585018278,0,"between 100 and 10k",0.582278481012658,0.210970464135021,0.109704641350211,0.0379746835443038,0.0590717299578059
8,11,0,4.13,0,0,0,0,"others","s",50,3,15,50,1,"CN",173,4.30635838150289,0,"between 100 and 10k",0.551181102362205,0.236220472440945,0.078740157480315,0.0551181102362205,0.078740157480315
11,10,0,2,0,0,0,0,"yellow","s",50,3,19,50,0,"CN",21307,3.99906134134322,0,"below 100",0,0,0,1,0
19,17,0,3.77,1,1,0,0,"blue","One-sized",2,5,27,50,1,"CN",15173,3.95999472747644,0,"between 100 and 10k",0.480653482373173,0.182287188306105,0.116079105760963,0.0662080825451419,0.154772141014617
8,25,0,3.65,0,0,0,0,"yellow","s",50,3,39,50,0,"CN",30292,4.22758484088208,1,"above 10K",0.434165232358003,0.172547332185886,0.154044750430293,0.0912220309810671,0.14802065404475
7,6,0,3.91,0,0,0,0,"red","s",50,2,32,50,0,"CN",9938,4.12487422016502,0,"above 10K",0.492487479131886,0.203672787979967,0.127991096271564,0.0773511407902059,0.0984974958263773
9,8,1,3.18,0,0,0,0,"red","s",10,3,26,50,1,"CN",288,3.72916666666667,0,"below 100",0.236111111111111,0.263888888888889,0.166666666666667,0.111111111111111,0.222222222222222
12,11,0,3.11,0,0,0,0,"pink","xs",3,3,29,50,0,"CN",6876,3.77545084351367,0,"between 100 and 10k",0.336405529953917,0.133640552995392,0.135944700460829,0.0875576036866359,0.306451612903226
8,7,0,3.9,0,0,0,0,"others","xs",50,3,21,50,1,"CN",6126,4.31831537708129,1,"below 100",0.428571428571429,0.333333333333333,0.0952380952380952,0,0.142857142857143
7,6,0,3.19,0,0,0,0,"green","m",50,2,43,50,0,"CN",9341,4.01295364522,1,"between 100 and 10k",0.314285714285714,0.179591836734694,0.159183673469388,0.0775510204081633,0.269387755102041
8,17,1,3.93,0,0,0,0,"black","m",50,2,41,50,0,"CN",5807,3.98415705183399,0,"between 100 and 10k",0.507042253521127,0.18075117370892,0.140845070422535,0.07981220657277,0.0915492957746479
8,7,1,0,0,0,0,0,"others","m",50,3,10,50,0,"CN",27175,3.96603495860166,0,"below 100",NA,NA,NA,NA,NA
11,10,0,4.32,1,0,1,0,"black","xl",1,2,39,1,0,"CN",4448,4.29226618705036,0,"above 10K",0.662828947368421,0.150219298245614,0.0896381578947368,0.0345394736842105,0.0627741228070175
11,30,0,0,0,0,0,0,"green","xs",10,2,33,50,0,"CN",1380,4.00724637681159,0,"below 100",NA,NA,NA,NA,NA
3.7,47,1,3.18,0,0,0,0,"pink","xs",9,1,38,50,0,"CN",359,3.40947075208914,0,"below 100",0.363636363636364,0.0909090909090909,0.0909090909090909,0.272727272727273,0.181818181818182
14,12,1,3.75,0,0,0,0,"black","m",48,3,37,50,0,"CN",16447,4.0304614823372,0,"between 100 and 10k",0.412262156448203,0.227801268498943,0.167547568710359,0.0776955602536998,0.114693446088795
11,10,1,4.26,1,0,1,0,"others","xs",50,2,38,50,1,"CN",67171,4.10232094207322,0,"between 100 and 10k",0.577376276512176,0.231736056559309,0.105263157894737,0.0432050274941084,0.0424194815396701
18,16,1,3.63,1,0,0,1,"yellow","s",50,5,27,50,1,"CN",2116,4.14603024574669,0,"between 100 and 10k",0.379454926624738,0.234800838574423,0.157232704402516,0.090146750524109,0.138364779874214
12,118,1,4.29,1,0,1,0,"black","s",50,3,38,50,0,"CN",165915,4.25607690684989,0,"above 10K",0.612048757618378,0.199249882794187,0.105250820440694,0.0339896858884201,0.0494608532583216
14,43,1,4.05,0,0,0,0,"yellow","s",50,3,43,50,0,"CN",22711,3.87204438377879,0,"between 100 and 10k",0.55688622754491,0.191616766467066,0.107784431137725,0.029940119760479,0.11377245508982
8,75,0,4.33,0,0,0,0,"black","s",50,3,41,50,0,"CN",4773,4.00293316572386,0,"below 100",0.333333333333333,0.666666666666667,0,0,0
1.77,2,1,4.03,0,0,0,0,"white","One-sized",50,1,45,50,0,"CN",783,4.23754789272031,0,"above 10K",0.523529411764706,0.201960784313725,0.131372549019608,0.0686274509803922,0.0745098039215686
3.73,9,0,4.14,0,0,0,0,"others","s",50,1,44,50,0,"CN",2293,4.14566070649804,0,"between 100 and 10k",0.554906542056075,0.199766355140187,0.130841121495327,0.0572429906542056,0.0572429906542056
8,22,0,3.92,0,0,0,0,"black","s",47,2,43,50,1,"CN",65189,4.0496402767338,0,"below 100",0.583333333333333,0.0833333333333333,0.166666666666667,0,0.166666666666667
18,27,1,4.09,0,0,0,0,"blue","m",50,5,42,50,0,"CN",15855,4.05291706086408,0,"between 100 and 10k",0.522333158171308,0.235943247503941,0.122963741460851,0.0446663163426169,0.0740935365212822
4,4,1,4.07,0,0,0,0,"yellow","s",50,1,48,50,0,"CN",32168,3.88454364585924,0,"below 100",0.5,0.260869565217391,0.130434782608696,0.0217391304347826,0.0869565217391304
5.68,7,0,3.89,0,0,0,0,"blue","xl",50,1,41,50,0,"CN",7544,4.05448038176034,0,"above 10K",0.477272727272727,0.202922077922078,0.152597402597403,0.0657467532467532,0.101461038961039
14,12,1,4.06,0,0,0,0,"blue","xs",2,3,43,50,1,"CN",80093,4.00669222029391,0,"between 100 and 10k",0.567651632970451,0.169517884914463,0.11353032659409,0.0513219284603421,0.0979782270606532
1.75,6,1,3,0,0,0,0,"black","xs",1,1,35,50,0,"CN",2782,4.06901509705248,0,"below 100",0,0.5,0,0.5,0
14,84,1,4.13,0,0,0,0,"white","s",2,3,43,50,0,"CN",849,3.70789163722026,0,"below 100",0.583333333333333,0.166666666666667,0.116666666666667,0.0666666666666667,0.0666666666666667
8,7,1,2.75,0,0,0,0,"red","xs",5,3,25,50,0,"CN",9470,3.95681098204857,0,"between 100 and 10k",0.228346456692913,0.133858267716535,0.149606299212598,0.133858267716535,0.354330708661417
6,9,0,4.04,0,0,0,0,"pink","s",50,2,41,50,0,"CN",55089,4.03294668627131,1,"above 10K",0.507914970601538,0.211668928086839,0.16010854816825,0.0529172320217096,0.0673903211216644
5.89,5,0,3.25,0,0,0,0,"red","xs",2,2,24,50,0,"CN",4295,3.84959254947614,0,"between 100 and 10k",0.323979591836735,0.165816326530612,0.176020408163265,0.102040816326531,0.232142857142857
5,5,1,3.77,0,0,0,0,"white","m",50,1,39,50,0,"CN",3883,4.28817924285346,0,"between 100 and 10k",0.439080459770115,0.2,0.158620689655172,0.0942528735632184,0.108045977011494
2.71,3,0,4.03,0,0,0,0,"others","s",50,1,38,50,1,"CN",151249,4.04915734980066,0,"above 10K",0.498718313870692,0.21688977499288,0.163058957561948,0.0592423810880091,0.0620905724864711
11,10,0,5,0,0,0,0,"blue","One-sized",3,2,42,50,0,"CN",299,4.24749163879599,0,"below 100",1,0,0,0,0
16,14,0,4.1,0,0,0,0,"blue","s",50,4,44,50,0,"CN",16803,4.15503183955246,0,"below 100",0.6,0.1,0.2,0,0.1
7,26,0,4.01,0,0,0,0,"white","s",50,2,37,50,0,"CN",8242,4.21669497694734,0,"between 100 and 10k",0.522140221402214,0.20479704797048,0.127306273062731,0.0535055350553506,0.0922509225092251
4,4,1,1,0,0,0,0,"blue","xs",20,1,44,50,1,"CN",254,3.51574803149606,0,"below 100",0,0,0,0,1
6,6,1,3.13,0,0,0,0,"pink","s",50,2,41,50,0,"CN",18877,4.07988557503841,0,"below 100",0.375,0.125,0.125,0,0.375
8,17,0,0,0,0,0,0,"white","s",50,3,48,50,1,"CN",8,3.625,0,"below 100",NA,NA,NA,NA,NA
4,4,1,4.24,1,0,1,0,"red","s",50,1,50,50,0,"CN",3053,3.85849983622666,0,"below 100",0.609756097560976,0.146341463414634,0.170731707317073,0.024390243902439,0.0487804878048781
11,20,0,3.92,0,0,0,0,"blue","s",16,3,41,50,1,"CN",12371,3.87163527604882,0,"above 10K",0.47588877155931,0.223864836325238,0.139739528335093,0.0651179162266807,0.0953889475536783
12,59,0,3.47,0,0,0,0,"white","s",50,3,41,50,0,"CN",3592,4.06236080178174,0,"between 100 and 10k",0.369272237196765,0.172506738544474,0.185983827493261,0.107816711590297,0.164420485175202
11,11,0,2.99,0,0,0,0,"red","s",50,2,17,50,0,"CN",5264,4.03286474164134,0,"between 100 and 10k",0.258771929824561,0.166666666666667,0.157894736842105,0.140350877192982,0.276315789473684
1.91,2,0,4.05,0,0,0,0,"blue","xs",2,1,22,50,0,"CN",2399,4.10546060858691,0,"above 10K",0.552367288378766,0.179340028694405,0.116212338593974,0.0688665710186514,0.0832137733142037
5.7,58,0,3.45,0,0,0,0,"black","xl",50,1,45,50,0,"CN",96276,4.0962337446508,0,"above 10K",0.359627633512984,0.170994610485056,0.189490445859873,0.118814306712396,0.161073003429691
8,17,0,4.47,1,0,1,0,"black","s",50,2,40,50,0,"CN",1963,4.39735099337748,0,"between 100 and 10k",0.662624035281147,0.206174200661522,0.0926130099228225,0.0176405733186329,0.0209481808158765
9,8,0,3.58,0,0,0,0,"others","s",50,3,43,50,0,"CN",13814,3.85688432025481,0,"between 100 and 10k",0.358024691358025,0.246913580246914,0.160493827160494,0.0864197530864197,0.148148148148148
5.72,9,0,2.5,0,0,0,0,"others","xs",5,1,33,50,0,"CN",1373,3.89949016751639,0,"below 100",0.25,0,0,0.5,0.25
2,10,0,3.2,0,0,0,0,"white","xs",1,1,41,50,1,"CN",8225,3.99063829787234,0,"below 100",0.3,0.1,0.3,0.1,0.2
9,9,0,4.16,0,0,0,0,"others","s",50,3,43,50,0,"CN",16527,3.94015852846857,0,"between 100 and 10k",0.627906976744186,0.147286821705426,0.0930232558139535,0.0232558139534884,0.108527131782946
15,13,0,4,0,0,0,0,"white","s",50,4,42,50,0,"CN",331,4.02114803625378,0,"below 100",0.5,0.25,0,0.25,0
20,17,0,4.17,0,0,0,0,"red","s",50,6,36,50,0,"CN",26,3.92307692307692,0,"below 100",0.583333333333333,0.166666666666667,0.166666666666667,0,0.0833333333333333
6,9,1,3.67,0,0,0,0,"white","s",50,2,42,50,0,"CN",3300,4.02424242424242,0,"between 100 and 10k",0.414473684210526,0.217105263157895,0.144736842105263,0.0756578947368421,0.148026315789474
3,3,1,3.08,0,0,0,0,"black","xs",1,1,38,50,0,"CN",7936,3.96459173387097,0,"between 100 and 10k",0.238532110091743,0.229357798165138,0.155963302752294,0.128440366972477,0.247706422018349
9,10,0,4.15,0,0,0,0,"red","xs",50,3,31,50,1,"CN",5808,4.30699035812672,0,"above 10K",0.584074217240046,0.185156551990723,0.106300734441438,0.0444530344027831,0.0800154619250097
8,8,1,3.98,0,0,0,0,"black","s",50,3,42,50,0,"CN",35262,3.93948159491804,0,"above 10K",0.482009925558313,0.227667493796526,0.149503722084367,0.0694789081885856,0.0713399503722084
12,75,1,2.82,0,0,0,0,"white","xs",1,3,38,50,0,"others",29,3.03448275862069,0,"below 100",0.25,0.107142857142857,0.214285714285714,0.0714285714285714,0.357142857142857
11,13,1,3.8,0,0,0,0,"blue","xl",10,2,41,50,1,"CN",23832,4.02043470963411,0,"below 100",0.4,0.4,0,0,0.2
9,22,1,3.3,0,0,0,0,"white","s",50,3,43,50,0,"CN",16099,3.95148767004162,1,"below 100",0.2,0.2,0.4,0.1,0.1
7,6,0,4.33,1,0,1,0,"white","m",50,2,34,50,0,"CN",10963,4.32390768950105,0,"between 100 and 10k",0.631944444444444,0.194444444444444,0.104166666666667,0.0138888888888889,0.0555555555555556
5.92,9,1,3.71,0,0,0,0,"blue","xs",18,1,43,50,0,"CN",5106,4.21288679984332,0,"below 100",0.411764705882353,0.176470588235294,0.235294117647059,0.0588235294117647,0.117647058823529
8,48,0,4.34,1,0,1,0,"blue","xs",50,2,9,50,0,"CN",3403,4.33734939759036,0,"between 100 and 10k",0.629722921914358,0.191435768261965,0.10831234256927,0.0327455919395466,0.0377833753148615
11,134,1,3.54,0,0,0,0,"black","s",50,3,46,50,1,"CN",1926,4.07165109034268,0,"below 100",0.25,0.392857142857143,0.142857142857143,0.0714285714285714,0.142857142857143
8,7,1,3.62,0,0,0,0,"black","xl",50,3,38,50,1,"CN",12006,3.90121605863735,0,"above 10K",0.427259545674239,0.165780570323828,0.159980666988884,0.0889318511358144,0.158047365877235
15,115,1,3.94,0,0,0,0,"white","m",2,4,38,50,0,"CN",165915,4.25607690684989,0,"above 10K",0.486711210096511,0.209502598366741,0.148181143281366,0.0639940608760208,0.0916109873793615
8,7,1,3.59,0,0,0,0,"others","m",38,2,23,50,0,"CN",12309,4.04517020066618,1,"above 10K",0.418912745545911,0.170854271356784,0.151210598446779,0.101873001370489,0.157149383280037
1.68,2,1,3.95,0,0,0,0,"red","One-sized",1,1,23,50,0,"CN",12309,4.04517020066618,1,"between 100 and 10k",0.542016806722689,0.176470588235294,0.113445378151261,0.0294117647058824,0.138655462184874
24,59,1,4.21,0,0,0,0,"others","One-sized",50,6,26,50,0,"CN",4084,4.30827619980411,0,"between 100 and 10k",0.60498687664042,0.196850393700787,0.083989501312336,0.031496062992126,0.0826771653543307
5.65,26,0,3.67,0,0,0,0,"blue","m",50,1,32,50,0,"CN",3028,4.29920739762219,0,"below 100",0.424242424242424,0.212121212121212,0.121212121212121,0.0909090909090909,0.151515151515152
13,11,0,4.35,1,0,1,0,"white","xs",50,3,139,50,1,"others",21,4.04761904761905,0,"below 100",0.692307692307692,0.153846153846154,0.0384615384615385,0.0384615384615385,0.0769230769230769
16,106,0,4.07,0,0,0,0,"white","m",50,5,40,50,0,"CN",15551,4.2336827213684,0,"below 100",0.5,0.276315789473684,0.0657894736842105,0.105263157894737,0.0526315789473684
5.83,5,0,4.36,0,0,0,0,"yellow","xs",3,1,24,50,0,"CN",17471,3.95283612844142,0,"below 100",0.590909090909091,0.227272727272727,0.136363636363636,0.0454545454545455,0
7,7,0,3.32,0,0,0,0,"black","xs",50,2,31,50,0,"CN",4213,4.05839069546641,0,"between 100 and 10k",0.328151986183074,0.186528497409326,0.162348877374784,0.120898100172712,0.202072538860104
8,27,1,3.98,0,0,0,0,"black","s",1,3,43,50,0,"CN",41906,4.2164129241636,0,"between 100 and 10k",0.485342019543974,0.220412595005429,0.157437567861021,0.0673181324647123,0.0694896851248643
14,12,1,4.06,0,0,0,0,"blue","xs",2,3,43,50,0,"CN",80093,4.00669222029391,0,"between 100 and 10k",0.567651632970451,0.169517884914463,0.11353032659409,0.0513219284603421,0.0979782270606532
5.65,9,0,4.23,0,0,0,0,"red","l",50,2,20,50,1,"CN",5534,4.0889049512107,0,"between 100 and 10k",0.588822355289421,0.194610778443114,0.12375249500998,0.0409181636726547,0.0518962075848303
1.8,2,1,3.68,0,0,0,0,"green","xs",4,1,20,50,0,"CN",4230,4.04137115839243,0,"between 100 and 10k",0.460526315789474,0.131578947368421,0.171052631578947,0.105263157894737,0.131578947368421
7,6,1,3,0,0,0,0,"black","xl",50,2,41,50,1,"CN",3060,3.93496732026144,0,"below 100",0.227272727272727,0.136363636363636,0.318181818181818,0.0454545454545455,0.272727272727273
1.75,6,1,3,0,0,0,0,"black","xs",1,1,35,50,1,"CN",2782,4.06901509705248,0,"below 100",0,0.5,0,0.5,0
9,108,0,4.06,0,0,0,0,"black","s",50,3,42,50,0,"CN",5934,3.84951129086619,0,"between 100 and 10k",0.53968253968254,0.206349206349206,0.123015873015873,0.0396825396825397,0.0912698412698413
12,11,0,3.49,0,0,0,0,"blue","m",50,3,139,50,0,"CN",779,3.77663671373556,0,"between 100 and 10k",0.36318407960199,0.218905472636816,0.144278606965174,0.0895522388059701,0.18407960199005
8,7,0,3.84,0,0,0,0,"white","s",50,2,31,50,0,"CN",2055,3.83795620437956,1,"between 100 and 10k",0.424242424242424,0.257575757575758,0.151515151515152,0.0681818181818182,0.0984848484848485
